premise,hypothesis,label
A street performer is entertaining a gathered audience with the help of a young boy.,A street performer and young boy are entertaining passersby.,1
A black-haired man is entertaining a crowd with a hula hoop.,A man has black hair.,0
"Two men in workers' gear and colorful hard hats standing on board what appears to be a large ship, next to some very large machinery.",two men are sitting by the pool next to machinery on the boat,1
The bears are facing each other with their mouths wide open.,Five foxes are looking at each other.,1
Lab tech looking through a microscope in a lab.,The lab tech is using the microscope.,1
a small brown and white dog swimming through the pool next to a man.,A man forces his cat to learn how to use a diving board.,1
Two young boys playing with ducks near the water.,Young kids play with animals,1
A man running in a race passes by spectators.,A man in a kayak passes by spectators.,0
Two racers race on motorcycles.,Two people are racing.,1
A bundled up toddler is walking over snow.,A toddler walking in sand.,0
Kids work at computers with a teacher's help.,The kids are learning.,1
A blond-haired doctor and her African american assistant looking threw new medical manuals.,A man is eating pb and j,0
A woman is chatting as she drinks her coffee.,A woman is having a chat.,1
A little girl listens to a cellphone.,The girl is very old.,0
Dog with black and tan face standing in water looking up at camera.,a dog is sleeping,0
an elderly woman walking down the street.,An elderly woman is shown outside.,1
There is a green trash truck in road with a person sweeping sidewalk.,A person sweeps.,1
A man looking at a woman looking at water.,A woman watches the water.,0
Six women wait to use a port-o-john in a field.,Women are outside.,1
"A man, with a blue wrapping around his foot, is about to kick another man, with a red cloth hanging from his belt, in the head.",a kitten drinks milk,0
A worker is doing a job on scaffolding.,A human working,1
A man and a woman embracing on the sidewalk.,Two women embrace on the sidewalk.,0
A gentleman with his eyes closed playing an old fluglehorn into a microphone.,A man plays an instruement with his eyes closed,0
A group of three people and one dog hike up a green mountainside.,People are having a picnic.,1
A young boy in an orange shirt and khaki pants points his toy at the camera while he stands in front of the fence.,A boy with a toy,0
"Three soccer players, two in orange one in yellow, running for the ball on a soccer field.",The guy chased his dog down the street.,0
A school aged child wearing makeup and doing a hand sign sits on the ground among similar aged children who are all making the same sign.,The child is sitting,0
A band singing and playing electric guitar for a crowd of people.,The band is backstage.,0
A man in a pink shirt and white vest plays a guitar.,There is a man wearing a pink shirt.,0
A person in a ken-do outfit is standing there waiting.,Nobody is standing,0
Two men cool off under a waterfall.,Two men are under a waterfall.,1
A smiling man is holding up a gavel.,The man is holding an object.,1
Two young teenage girls hiking through the snow on a cold winter day.,Teenagers are hiking in the cold.,0
Two men in hard hats and safety neon vests on scaffolding working outside in the daylight.,Outdoor daytime scene with two workers in safety gear working on scaffolding.,1
These people are in uniform at a lacrosse type game.,There are people at a lacrosse game.,1
A boy is standing in a pool getting splashed with water.,The water in the pool is being splashed.,1
A young girl wearing a red shirt and cap smiling and holding a small toy is standing in front of a group of children playing behind her.,The young girl is wearing a red shirt.,0
The Sooner football player carrying the ball is trying to avoid being tackled.,A football player is holding a ball.,0
A child in a ninja outfit does a jumping kick.,a child does a jumping kick,0
Several women are playing volleyball.,A bunch of women are playing volleyball,0
A man in a military uniform is walking away from a line of military vehicles.,A military man is walking away from the line of military vehicles,0
A woman in white climbs up a metal structure.,A woman is asleep.,0
A little girl has her arms around a little boy standing on a wooden bridge in the woods.,The children hug in the woods.,0
A small child in a red jacket is sitting on a man's shoulders and holding his head.,The child's hands are on the man's head.,0
A family walking with a soldier.,A group of people strolling.,1
A city street with market vendors and children being pushed in strollers with a large cathedral in the background.,The cathedral is small.,0
A woman wearing a red work man's hat and red jacket is hiking in the snow topped mountains.,A woman in outdoor clothes is hiking.,0
A kid bored in a train with brown hair and his head lying down.,A child runs and screams violently in around the train.,0
"A person with brown hair wearing a blue shirt and purple bandanna around their neck is chiseling a design into a round, brick pillar.",The person wearing a blue shirt is chiseling on a brick pillar.,0
A boy dressed in an orange shirt and a helmet is riding a dirt bike in the woods.,A boy in orange rides his dirt bike.,0
"A closeup view of a guitarist in a red shirt standing outside, with a group of children playing around him.",A male guitarist playing his intrument for children.,1
A curly-haired man is talking or possibly debating with a blond-haired man in front of a table.,Two men talk to each other.,1
"There is one man with light blue jeans on, and one with dark blue jeans on that are walking down the street.",Two men are making pancakes in their swimtrunks.,1
A group of men and women are sitting at a table eating and drinking.,A group of people eating and drinking.,0
